"site","y","t","w","QC_flag"
"Tumbarumba",0.143058223222377,2022-02-06 12:16:00,1,"good"
"Tumbarumba",0.14288990530267,2022-02-13 12:06:00,1,"good"
"Tumbarumba",0.142135194542966,2022-02-16 12:16:00,1,"good"
"Tumbarumba",0.140707674132584,2022-02-18 12:06:00,1,"good"
"Tumbarumba",0.138087508084718,2022-02-21 12:16:00,1,"good"
"Tumbarumba",0.13433414783426,2022-03-03 12:16:00,1,"good"
"Tumbarumba",0.129759132040269,2022-03-18 12:16:00,1,"good"
"Tumbarumba",0.124795233060065,2022-03-25 12:06:00,1,"good"
"Tumbarumba",0.119904066680207,2022-03-30 12:06:00,1,"good"
"Tumbarumba",0.115505791727103,2022-04-14 12:06:00,1,"good"
"Tumbarumba",0.111375013845706,2022-04-17 12:16:00,1,"good"
"Tumbarumba",0.107426779514556,2022-04-22 12:16:00,1,"good"
"Tumbarumba",0.104308961877106,2022-04-24 12:06:00,1,"good"
"Tumbarumba",0.101503453360856,2022-05-02 12:16:00,1,"good"
"Tumbarumba",0.0991720012692972,2022-05-09 12:06:00,1,"good"
"Tumbarumba",0.0967992737684073,2022-05-19 12:06:00,1,"good"
"Tumbarumba",0.0943005881161156,2022-05-22 12:16:00,1,"good"
"Tumbarumba",0.0920639905093849,2022-05-24 12:06:00,1,"good"
